audio_url,description,model_id
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/Y6aWnK1GyeJY.wav,"A baby cries while electronic speech occurs in the background, an adult female speaks, a sneeze occurs, and an adult female speaks once more",30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YbAqgL5dCQOE.wav,Rain pouring on a solid surface followed by a vehicle driving by in the distance,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/Y6aWnK1GyeJY.wav,"A baby cries while electronic speech occurs in the background, an adult female speaks, a sneeze occurs, and an adult female speaks once more",2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YL8dA-2Lu2hY.wav,Someone is whistling,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/Y5t6tSW0yT40.wav,Short spraying that stops near the end,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YLVvS3s9dFKw.wav,A man talking as metal pots clang while water pours from a faucet followed by water trickling,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/Y5t6tSW0yT40.wav,Short spraying that stops near the end,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YbIiiIo20PsY.wav,A man talking as a swarm of insects are buzzing,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YUmNrhFKpWIY.wav,"A vehicle accelerates and then slows, then speeds up, then stops",tango
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/Y9dLLsZVRSZI.wav,Humming and rustling from a large engine followed by two honks of a horn,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YmW1EpJYcy_E.wav,A motorbike revving and driving by as wind blows heavily into a microphone,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YK2kIOBeCfuo.wav,A crowd of people laughing and cheering as a man speaks on a microphone,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/Yrp3CQsWxVgE.wav,"Traffic is present nearby, and a car horn plays the theme to the godfather",30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/Y4Ujigme2IxY.wav,An engine running and screeching with rustling,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YmW1EpJYcy_E.wav,A motorbike revving and driving by as wind blows heavily into a microphone,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/Yrp3CQsWxVgE.wav,"Traffic is present nearby, and a car horn plays the theme to the godfather",audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/Yjj2RyNDj7no.wav,"Insects are buzzing, and birds are chirping",audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/Y6aWnK1GyeJY.wav,"A baby cries while electronic speech occurs in the background, an adult female speaks, a sneeze occurs, and an adult female speaks once more",2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YUmNrhFKpWIY.wav,"A vehicle accelerates and then slows, then speeds up, then stops",2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/Y6ukYSXzfEgQ.wav,Pots bang then a faucet turns on and water flows,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/Y6aWnK1GyeJY.wav,"A baby cries while electronic speech occurs in the background, an adult female speaks, a sneeze occurs, and an adult female speaks once more",tango
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YNeWW30WZjPc.wav,A dog growling and barking repeatedly,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YZY4aGEniU_E.wav,Food sizzles as a man speaks with music playing,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/YmW1EpJYcy_E.wav,A motorbike revving and driving by as wind blows heavily into a microphone,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YHxZADVzNIqs.wav,Water trickles as birds chirp then drums begin to play,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YEBCH7TPgiPc.wav,An engine revving,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YK2kIOBeCfuo.wav,A crowd of people laughing and cheering as a man speaks on a microphone,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YUmNrhFKpWIY.wav,"A vehicle accelerates and then slows, then speeds up, then stops",audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YKVAIaRPry24.wav,Buzzing and scratching with some light banging,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YL8dA-2Lu2hY.wav,Someone is whistling,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/Ykdflh3akyH8.wav,Several puppies whimpering during cardboard scratching and rattling,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YkHIe4CfaccQ.wav,A goat bleating,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/Y3XcIVh40pTI.wav,A sleeping person snores loudly,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YNeWW30WZjPc.wav,A dog growling and barking repeatedly,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YZ1Cyj4N05lk.wav,Musical whistling followed by a man speaking,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/YZY4aGEniU_E.wav,Food sizzles as a man speaks with music playing,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/YbIiiIo20PsY.wav,A man talking as a swarm of insects are buzzing,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YZ1Cyj4N05lk.wav,Musical whistling followed by a man speaking,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/Ykdflh3akyH8.wav,Several puppies whimpering during cardboard scratching and rattling,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YNeWW30WZjPc.wav,A dog growling and barking repeatedly,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/Y11SEBDuoqSk.wav,Humming of an engine with rapid gunshots,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/Yjlwe9jtu5Gw.wav,A person whistling followed by metal rattling in the background,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/Y-Sz4z0QwEuM.wav,A person burps loudly,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/Y-Sz4z0QwEuM.wav,A person burps loudly,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/Y-Sz4z0QwEuM.wav,A person burps loudly,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YAgaiowyYt88.wav,A door pounding and rattling,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YHxZADVzNIqs.wav,Water trickles as birds chirp then drums begin to play,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YUmNrhFKpWIY.wav,"A vehicle accelerates and then slows, then speeds up, then stops",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YHxZADVzNIqs.wav,Water trickles as birds chirp then drums begin to play,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YXIooZl1QdM4.wav,Several loud burps,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YAgaiowyYt88.wav,A door pounding and rattling,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YZ1Cyj4N05lk.wav,Musical whistling followed by a man speaking,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/Yjj2RyNDj7no.wav,"Insects are buzzing, and birds are chirping",tango
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YK2kIOBeCfuo.wav,A crowd of people laughing and cheering as a man speaks on a microphone,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/Y5t6tSW0yT40.wav,Short spraying that stops near the end,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YmW1EpJYcy_E.wav,A motorbike revving and driving by as wind blows heavily into a microphone,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/Y3XcIVh40pTI.wav,A sleeping person snores loudly,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YmW1EpJYcy_E.wav,A motorbike revving and driving by as wind blows heavily into a microphone,groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/YL8dA-2Lu2hY.wav,Someone is whistling,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YIKnx3hJv1bs.wav,Compressed air spraying followed by a power tool buzzing,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YEBCH7TPgiPc.wav,An engine revving,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YZY4aGEniU_E.wav,Food sizzles as a man speaks with music playing,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/Ykdflh3akyH8.wav,Several puppies whimpering during cardboard scratching and rattling,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/Yjj2RyNDj7no.wav,"Insects are buzzing, and birds are chirping",30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5/YEBCH7TPgiPc.wav,An engine revving,2023_07_21_full_8_ft_ddpm_crossattn_t5
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YZY4aGEniU_E.wav,Food sizzles as a man speaks with music playing,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YAgaiowyYt88.wav,A door pounding and rattling,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YR4fXcbWFhJg.wav,Distant clip clops of horses with a man speaking and a woman screaming,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/Y9dLLsZVRSZI.wav,Humming and rustling from a large engine followed by two honks of a horn,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/Y9dLLsZVRSZI.wav,Humming and rustling from a large engine followed by two honks of a horn,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/Y6aWnK1GyeJY.wav,"A baby cries while electronic speech occurs in the background, an adult female speaks, a sneeze occurs, and an adult female speaks once more",2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/Y9dLLsZVRSZI.wav,Humming and rustling from a large engine followed by two honks of a horn,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YXIooZl1QdM4.wav,Several loud burps,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/YIKnx3hJv1bs.wav,Compressed air spraying followed by a power tool buzzing,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YmW1EpJYcy_E.wav,A motorbike revving and driving by as wind blows heavily into a microphone,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YUmNrhFKpWIY.wav,"A vehicle accelerates and then slows, then speeds up, then stops",audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YAgaiowyYt88.wav,A door pounding and rattling,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YEBCH7TPgiPc.wav,An engine revving,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_full/Y4Ujigme2IxY.wav,An engine running and screeching with rustling,audiobox_full
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YIKnx3hJv1bs.wav,Compressed air spraying followed by a power tool buzzing,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/Yjlwe9jtu5Gw.wav,A person whistling followed by metal rattling in the background,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YNeWW30WZjPc.wav,A dog growling and barking repeatedly,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YbAqgL5dCQOE.wav,Rain pouring on a solid surface followed by a vehicle driving by in the distance,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YL8dA-2Lu2hY.wav,Someone is whistling,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YEBCH7TPgiPc.wav,An engine revving,30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YAgaiowyYt88.wav,A door pounding and rattling,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/Y6ukYSXzfEgQ.wav,Pots bang then a faucet turns on and water flows,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_21_medium_8/YUmNrhFKpWIY.wav,"A vehicle accelerates and then slows, then speeds up, then stops",30_final_audiocaps_baseline_2023_07_21_medium_8
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/Yrp3CQsWxVgE.wav,"Traffic is present nearby, and a car horn plays the theme to the godfather",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/YLVvS3s9dFKw.wav,A man talking as metal pots clang while water pours from a faucet followed by water trickling,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_16_full_8_ft_ddpm/Y3XcIVh40pTI.wav,A sleeping person snores loudly,2023_07_16_full_8_ft_ddpm
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YKVAIaRPry24.wav,Buzzing and scratching with some light banging,make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YLVvS3s9dFKw.wav,A man talking as metal pots clang while water pours from a faucet followed by water trickling,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/Y6aWnK1GyeJY.wav,"A baby cries while electronic speech occurs in the background, an adult female speaks, a sneeze occurs, and an adult female speaks once more",groundtruth
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/Y9dLLsZVRSZI.wav,Humming and rustling from a large engine followed by two honks of a horn,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_crossattn/YbAqgL5dCQOE.wav,Rain pouring on a solid surface followed by a vehicle driving by in the distance,30_final_audiocaps_baseline_2023_07_16_small_8_crossattn
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8_200k/YEBCH7TPgiPc.wav,An engine revving,30_final_audiocaps_baseline_2023_07_16_small_8_200k
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/Y6ukYSXzfEgQ.wav,Pots bang then a faucet turns on and water flows,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YKVAIaRPry24.wav,Buzzing and scratching with some light banging,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/audiobox_large_full/Y4Ujigme2IxY.wav,An engine running and screeching with rustling,audiobox_large_full
https://github.com/MosSpace/iclr2024/raw/main/audio/30_final_audiocaps_baseline_2023_07_16_small_8/YZY4aGEniU_E.wav,Food sizzles as a man speaks with music playing,30_final_audiocaps_baseline_2023_07_16_small_8
https://github.com/MosSpace/iclr2024/raw/main/audio/audioldm_m/YHxZADVzNIqs.wav,Water trickles as birds chirp then drums begin to play,audioldm_m
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/YUmNrhFKpWIY.wav,"A vehicle accelerates and then slows, then speeds up, then stops",make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/Y9dLLsZVRSZI.wav,Humming and rustling from a large engine followed by two honks of a horn,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/make_an_audio_2/Yjj2RyNDj7no.wav,"Insects are buzzing, and birds are chirping",make_an_audio_2
https://github.com/MosSpace/iclr2024/raw/main/audio/2023_07_21_full_8_ft_ddpm_crossattn_t5_medium/YKVAIaRPry24.wav,Buzzing and scratching with some light banging,2023_07_21_full_8_ft_ddpm_crossattn_t5_medium
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/Ykdflh3akyH8.wav,Several puppies whimpering during cardboard scratching and rattling,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/tango/YLVvS3s9dFKw.wav,A man talking as metal pots clang while water pours from a faucet followed by water trickling,tango
https://github.com/MosSpace/iclr2024/raw/main/audio/groundtruth/YHxZADVzNIqs.wav,Water trickles as birds chirp then drums begin to play,groundtruth
